,ID,project,lab,composite,dataType,view,cell,treatment,antibody,control,dataVersion,dccAccession,controlId,quality,tableName,type,md5sum,size
0,wgEncodeAwgTfbsBroadDnd41CtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,Dnd41,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH002402,wgEncodeEH002434,good,wgEncodeAwgTfbsBroadDnd41CtcfUniPk,narrowPeak,d24dcb9899cf3f58dfb83e8701b9e9cc,966K
1,wgEncodeAwgTfbsBroadDnd41Ezh239875UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,Dnd41,None,EZH2_(39875),std,ENCODEMar2012Freeze,wgEncodeEH003080,wgEncodeEH002434,caution,wgEncodeAwgTfbsBroadDnd41Ezh239875UniPk,narrowPeak,effd48196e39d321ad9f4e2c857dbe88,43K
2,wgEncodeAwgTfbsBroadGm12878CtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,GM12878,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH000029,wgEncodeEH000037,good,wgEncodeAwgTfbsBroadGm12878CtcfUniPk,narrowPeak,fef0af7fe1e724159e665085da53efb1,982K
3,wgEncodeAwgTfbsBroadGm12878Ezh239875UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,GM12878,None,EZH2_(39875),std,ENCODEMar2012Freeze,wgEncodeEH002411,wgEncodeEH000037,good,wgEncodeAwgTfbsBroadGm12878Ezh239875UniPk,narrowPeak,9a87661953cb6419847abd00599f0a30,66K
4,wgEncodeAwgTfbsBroadH1hescChd1a301218aUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,H1-hESC,None,CHD1_(A301-218A),std,ENCODEMar2012Freeze,wgEncodeEH002095,wgEncodeEH000088,good,wgEncodeAwgTfbsBroadH1hescChd1a301218aUniPk,narrowPeak,71891a536ed23a626f37d0c9b64ff2b1,184K
5,wgEncodeAwgTfbsBroadH1hescCtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,H1-hESC,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH000085,wgEncodeEH000088,good,wgEncodeAwgTfbsBroadH1hescCtcfUniPk,narrowPeak,2f6c4125815daf00551e046db4dd87de,1.4M
6,wgEncodeAwgTfbsBroadH1hescEzh239875UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,H1-hESC,None,EZH2_(39875),std,ENCODEMar2012Freeze,wgEncodeEH003082,wgEncodeEH000088,good,wgEncodeAwgTfbsBroadH1hescEzh239875UniPk,narrowPeak,21c04c7e708c5aba1967dc33bf2a5907,147K
7,wgEncodeAwgTfbsBroadH1hescJarid1aab26049UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,H1-hESC,None,JARID1A_(ab26049),std,ENCODEMar2012Freeze,wgEncodeEH002096,wgEncodeEH000088,good,wgEncodeAwgTfbsBroadH1hescJarid1aab26049UniPk,narrowPeak,a808486fab62296e4ac3781b8eb0aa73,42K
8,wgEncodeAwgTfbsBroadH1hescRbbp5a300109aUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,H1-hESC,None,RBBP5_(A300-109A),std,ENCODEMar2012Freeze,wgEncodeEH002087,wgEncodeEH000088,good,wgEncodeAwgTfbsBroadH1hescRbbp5a300109aUniPk,narrowPeak,881cb167d6ed2979b5e8078be3e774b3,379K
9,wgEncodeAwgTfbsBroadHelas3CtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HeLa-S3,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH001012,wgEncodeEH001013,good,wgEncodeAwgTfbsBroadHelas3CtcfUniPk,narrowPeak,79856d2db27ecc4773d8bc2940c71fce,1018K
10,wgEncodeAwgTfbsBroadHelas3Ezh239875UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HeLa-S3,None,EZH2_(39875),std,ENCODEMar2012Freeze,wgEncodeEH003086,wgEncodeEH001013,caution,wgEncodeAwgTfbsBroadHelas3Ezh239875UniPk,narrowPeak,b7a828303da7d90b30f55dc05aea1f4c,36K
11,wgEncodeAwgTfbsBroadHelas3Pol2bUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HeLa-S3,None,Pol2(b),std,ENCODEMar2012Freeze,wgEncodeEH001021,wgEncodeEH001013,caution,wgEncodeAwgTfbsBroadHelas3Pol2bUniPk,narrowPeak,c5a121959231bd8fbc1739e97ccdd2f9,80K
12,wgEncodeAwgTfbsBroadHepg2CtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH000080,wgEncodeEH000084,good,wgEncodeAwgTfbsBroadHepg2CtcfUniPk,narrowPeak,6f8ab32864e515e0362494a3a8df2b8e,892K
13,wgEncodeAwgTfbsBroadHepg2Ezh239875UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,EZH2_(39875),std,ENCODEMar2012Freeze,wgEncodeEH002416,wgEncodeEH000084,caution,wgEncodeAwgTfbsBroadHepg2Ezh239875UniPk,narrowPeak,5e3ba666537059025883191074765280,85K
14,wgEncodeAwgTfbsBroadHmecCtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HMEC,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH000075,wgEncodeEH000093,good,wgEncodeAwgTfbsBroadHmecCtcfUniPk,narrowPeak,9f9ea4a4f934cc31a7e980e28782b9b2,813K
15,wgEncodeAwgTfbsBroadHmecEzh239875UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HMEC,None,EZH2_(39875),std,ENCODEMar2012Freeze,wgEncodeEH002412,wgEncodeEH000093,good,wgEncodeAwgTfbsBroadHmecEzh239875UniPk,narrowPeak,36b254d12a4cadbc3df5f1f75f11b8bf,112K
16,wgEncodeAwgTfbsBroadHsmmCtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HSMM,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH000110,wgEncodeEH000119,good,wgEncodeAwgTfbsBroadHsmmCtcfUniPk,narrowPeak,aa35b6aca0ec6291b06f5092bbf28746,1.1M
17,wgEncodeAwgTfbsBroadHsmmEzh239875UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HSMM,None,EZH2_(39875),std,ENCODEMar2012Freeze,wgEncodeEH002415,wgEncodeEH000119,caution,wgEncodeAwgTfbsBroadHsmmEzh239875UniPk,narrowPeak,f1c913ea1a49b8a26432bd246129ab86,42K
18,wgEncodeAwgTfbsBroadHsmmtCtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HSMMtube,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH001000,wgEncodeEH001001,good,wgEncodeAwgTfbsBroadHsmmtCtcfUniPk,narrowPeak,e275a8b5cfc026a0a02968ceffb0e0ae,940K
19,wgEncodeAwgTfbsBroadHsmmtEzh239875UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HSMMtube,None,EZH2_(39875),std,ENCODEMar2012Freeze,wgEncodeEH003083,wgEncodeEH001001,good,wgEncodeAwgTfbsBroadHsmmtEzh239875UniPk,narrowPeak,107ae42da4de4296fdd139159360fabc,55K
20,wgEncodeAwgTfbsBroadHuvecCtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HUVEC,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH000054,wgEncodeEH000060,good,wgEncodeAwgTfbsBroadHuvecCtcfUniPk,narrowPeak,dfa7721f5c4fd49269a51a6cd548d4d3,749K
21,wgEncodeAwgTfbsBroadHuvecEzh239875UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HUVEC,None,EZH2_(39875),std,ENCODEMar2012Freeze,wgEncodeEH003084,wgEncodeEH000060,good,wgEncodeAwgTfbsBroadHuvecEzh239875UniPk,narrowPeak,23975b5d801c80820642d0baad00946f,158K
22,wgEncodeAwgTfbsBroadHuvecPol2bUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HUVEC,None,Pol2(b),std,ENCODEMar2012Freeze,wgEncodeEH000061,wgEncodeEH000060,caution,wgEncodeAwgTfbsBroadHuvecPol2bUniPk,narrowPeak,ba8dac58099796eb72d62dfb20dcd3b2,125K
23,wgEncodeAwgTfbsBroadK562Chd1a301218aUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,CHD1_(A301-218A),std,ENCODEMar2012Freeze,wgEncodeEH002088,wgEncodeEH000052,good,wgEncodeAwgTfbsBroadK562Chd1a301218aUniPk,narrowPeak,a16380fc02b67d668afe29a58a2d429f,227K
24,wgEncodeAwgTfbsBroadK562CtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH000042,wgEncodeEH000052,good,wgEncodeAwgTfbsBroadK562CtcfUniPk,narrowPeak,919d1986bad2d03b4beb4a40a12f5bb2,1.2M
25,wgEncodeAwgTfbsBroadK562Ezh239875UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,EZH2_(39875),std,ENCODEMar2012Freeze,wgEncodeEH002089,wgEncodeEH000052,caution,wgEncodeAwgTfbsBroadK562Ezh239875UniPk,narrowPeak,9f5f7b4138f7a228580a0846dc165303,45K
26,wgEncodeAwgTfbsBroadK562Hdac1sc6298UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,HDAC1_(SC-6298),std,ENCODEMar2012Freeze,wgEncodeEH002090,wgEncodeEH000052,good,wgEncodeAwgTfbsBroadK562Hdac1sc6298UniPk,narrowPeak,ecef3c5ce1af01f0734dcdfa1ab4bf72,268K
27,wgEncodeAwgTfbsBroadK562Hdac2a300705aUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,HDAC2_(A300-705A),std,ENCODEMar2012Freeze,wgEncodeEH002091,wgEncodeEH000052,good,wgEncodeAwgTfbsBroadK562Hdac2a300705aUniPk,narrowPeak,2bf6a371fb7c4eec3d86f526fb14a520,119K
28,wgEncodeAwgTfbsBroadK562Hdac6a301341aUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,HDAC6_(A301-341A),std,ENCODEMar2012Freeze,wgEncodeEH003093,wgEncodeEH000052,good,wgEncodeAwgTfbsBroadK562Hdac6a301341aUniPk,narrowPeak,f25a2091b62949f0bb5bc148732b3897,28K
29,wgEncodeAwgTfbsBroadK562P300UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,p300,std,ENCODEMar2012Freeze,wgEncodeEH002086,wgEncodeEH000052,caution,wgEncodeAwgTfbsBroadK562P300UniPk,narrowPeak,6a282cec8b9a926c73416e0f28f4a0bd,71K
30,wgEncodeAwgTfbsBroadK562Phf8a301772aUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,PHF8_(A301-772A),std,ENCODEMar2012Freeze,wgEncodeEH002092,wgEncodeEH000052,good,wgEncodeAwgTfbsBroadK562Phf8a301772aUniPk,narrowPeak,3f0070c8f1ed50eb5b26a9ba195a86f6,461K
31,wgEncodeAwgTfbsBroadK562Plu1UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,PLU1,std,ENCODEMar2012Freeze,wgEncodeEH002085,wgEncodeEH000052,good,wgEncodeAwgTfbsBroadK562Plu1UniPk,narrowPeak,5c8486ae22e8f3cf1516eb3738a15405,361K
32,wgEncodeAwgTfbsBroadK562Pol2bUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,Pol2(b),std,ENCODEMar2012Freeze,wgEncodeEH000053,wgEncodeEH000052,good,wgEncodeAwgTfbsBroadK562Pol2bUniPk,narrowPeak,bdaabc1468d3b31dad095247a3086668,219K
33,wgEncodeAwgTfbsBroadK562Rbbp5a300109aUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,RBBP5_(A300-109A),std,ENCODEMar2012Freeze,wgEncodeEH002093,wgEncodeEH000052,good,wgEncodeAwgTfbsBroadK562Rbbp5a300109aUniPk,narrowPeak,5bfc6dccd8aa4c277f9c9aeec721d4f3,309K
34,wgEncodeAwgTfbsBroadK562Sap3039731UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,SAP30_(39731),std,ENCODEMar2012Freeze,wgEncodeEH002094,wgEncodeEH000052,good,wgEncodeAwgTfbsBroadK562Sap3039731UniPk,narrowPeak,7717a5ac27485e35e126d2122adcac68,213K
35,wgEncodeAwgTfbsBroadNhaCtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,NH-A,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH001026,wgEncodeEH001027,good,wgEncodeAwgTfbsBroadNhaCtcfUniPk,narrowPeak,0dec476d6ec44f2fff30cb4867e8efe3,753K
36,wgEncodeAwgTfbsBroadNhaEzh239875UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,NH-A,None,EZH2_(39875),std,ENCODEMar2012Freeze,wgEncodeEH002425,wgEncodeEH001027,good,wgEncodeAwgTfbsBroadNhaEzh239875UniPk,narrowPeak,53a7c51e1a3e0d0e011c68065d627a22,135K
37,wgEncodeAwgTfbsBroadNhdfadCtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,NHDF-Ad,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH001048,wgEncodeEH001055,good,wgEncodeAwgTfbsBroadNhdfadCtcfUniPk,narrowPeak,ba6906fe92bc7deb64fd3da806a277f7,1011K
38,wgEncodeAwgTfbsBroadNhdfadEzh239875UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,NHDF-Ad,None,EZH2_(39875),std,ENCODEMar2012Freeze,wgEncodeEH002438,wgEncodeEH001055,good,wgEncodeAwgTfbsBroadNhdfadEzh239875UniPk,narrowPeak,0b4f8b7e233d9c91c8208439578be7fe,129K
39,wgEncodeAwgTfbsBroadNhekCtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,NHEK,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH000063,wgEncodeEH000072,good,wgEncodeAwgTfbsBroadNhekCtcfUniPk,narrowPeak,7d9dbec20dac63d703416ebbc8a3f620,980K
40,wgEncodeAwgTfbsBroadNhekEzh239875UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,NHEK,None,EZH2_(39875),std,ENCODEMar2012Freeze,wgEncodeEH002418,wgEncodeEH000072,good,wgEncodeAwgTfbsBroadNhekEzh239875UniPk,narrowPeak,b5c3d055a5e34dc4c9d59f7f13153390,178K
41,wgEncodeAwgTfbsBroadNhekPol2bUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,NHEK,None,Pol2(b),std,ENCODEMar2012Freeze,wgEncodeEH000073,wgEncodeEH000072,caution,wgEncodeAwgTfbsBroadNhekPol2bUniPk,narrowPeak,bb89005e6a724e68f362687f9b11a10c,130K
42,wgEncodeAwgTfbsBroadNhlfCtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,NHLF,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH000120,wgEncodeEH000105,good,wgEncodeAwgTfbsBroadNhlfCtcfUniPk,narrowPeak,feb01482cc1a956f4ca3d308baa75d4c,763K
43,wgEncodeAwgTfbsBroadNhlfEzh239875UniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,NHLF,None,EZH2_(39875),std,ENCODEMar2012Freeze,wgEncodeEH002422,wgEncodeEH000105,good,wgEncodeAwgTfbsBroadNhlfEzh239875UniPk,narrowPeak,b6d2f9eab659be3d497926ace1289c9d,168K
44,wgEncodeAwgTfbsBroadOsteoblCtcfUniPk,wgEncode,Broad,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,Osteobl,None,CTCF,std,ENCODEMar2012Freeze,wgEncodeEH001041,wgEncodeEH001056,good,wgEncodeAwgTfbsBroadOsteoblCtcfUniPk,narrowPeak,db942bc1ba076157051c63306d891221,1.1M
45,wgEncodeAwgTfbsHaibA549Atf3V0422111Etoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,ATF3,,ENCODEMar2012Freeze,wgEncodeEH002288,SL6021,good,wgEncodeAwgTfbsHaibA549Atf3V0422111Etoh02UniPk,narrowPeak,04b555c96fac6ff5cd3ade02be4c9b66,168K
46,wgEncodeAwgTfbsHaibA549Bcl3V0422111Etoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,BCL3,,ENCODEMar2012Freeze,wgEncodeEH002303,SL6021,good,wgEncodeAwgTfbsHaibA549Bcl3V0422111Etoh02UniPk,narrowPeak,f600d31521fb4feda3b1618fe5d7f2f3,176K
47,wgEncodeAwgTfbsHaibA549Creb1sc240V0416102Dex100nmUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,DEX_100nM,CREB1_(SC-240),,ENCODEMar2012Freeze,wgEncodeEH002323,SL1668,good,wgEncodeAwgTfbsHaibA549Creb1sc240V0416102Dex100nmUniPk,narrowPeak,4e04e30603901f81c80fb99c0394d11f,378K
48,wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xDex100nmUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,DEX_100nM,CTCF_(SC-5916),,ENCODEMar2012Freeze,wgEncodeEH001507,SL474,good,wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xDex100nmUniPk,narrowPeak,05783cba2b9e43f63c562d73a2d8ff58,859K
49,wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xEtoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,CTCF_(SC-5916),,ENCODEMar2012Freeze,wgEncodeEH001508,SL475,good,wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xEtoh02UniPk,narrowPeak,5efa4c3fffdfa7a071a2398e6b2291d7,807K
50,wgEncodeAwgTfbsHaibA549Elf1V0422111Etoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,ELF1_(SC-631),,ENCODEMar2012Freeze,wgEncodeEH002289,SL6021,good,wgEncodeAwgTfbsHaibA549Elf1V0422111Etoh02UniPk,narrowPeak,4df9f8e1b4c6e75494df17c6f541b1db,209K
51,wgEncodeAwgTfbsHaibA549Ets1V0422111Etoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,ETS1,,ENCODEMar2012Freeze,wgEncodeEH002290,SL6021,good,wgEncodeAwgTfbsHaibA549Ets1V0422111Etoh02UniPk,narrowPeak,868529ee58e59a31a5492e958602be8a,127K
52,wgEncodeAwgTfbsHaibA549Fosl2V0422111Etoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,FOSL2,,ENCODEMar2012Freeze,wgEncodeEH002310,SL6021,good,wgEncodeAwgTfbsHaibA549Fosl2V0422111Etoh02UniPk,narrowPeak,9481216ee7b2c7ddd22a3a643712137f,675K
53,wgEncodeAwgTfbsHaibA549Foxa1V0416102Dex100nmUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,DEX_100nM,FOXA1_(SC-101058),,ENCODEMar2012Freeze,wgEncodeEH002293,SL2665,good,wgEncodeAwgTfbsHaibA549Foxa1V0416102Dex100nmUniPk,narrowPeak,54f26077b864d05fae66a0399ccbd478,200K
54,wgEncodeAwgTfbsHaibA549GabpV0422111Etoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,GABP,,ENCODEMar2012Freeze,wgEncodeEH002294,SL6021,good,wgEncodeAwgTfbsHaibA549GabpV0422111Etoh02UniPk,narrowPeak,9ca63e2ff97ae04e6fc82dc828ac6998,289K
55,wgEncodeAwgTfbsHaibA549GrPcr1xDex500pmUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,DEX_500pM,GR,,ENCODEMar2012Freeze,wgEncodeEH001490,SL878,good,wgEncodeAwgTfbsHaibA549GrPcr1xDex500pmUniPk,narrowPeak,45e6c4ee04182c0f2850e3e9740b9ae1,29K
56,wgEncodeAwgTfbsHaibA549GrPcr1xDex50nmUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,DEX_50nM,GR,,ENCODEMar2012Freeze,wgEncodeEH001491,SL878,good,wgEncodeAwgTfbsHaibA549GrPcr1xDex50nmUniPk,narrowPeak,5622c161576ad3b8a5e8fdc78e47efdc,557K
57,wgEncodeAwgTfbsHaibA549GrPcr1xDex5nmUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,DEX_5nM,GR,,ENCODEMar2012Freeze,wgEncodeEH001492,SL878,good,wgEncodeAwgTfbsHaibA549GrPcr1xDex5nmUniPk,narrowPeak,5b0fce0f523eb28b946989f4d9eadfc7,258K
58,wgEncodeAwgTfbsHaibA549GrPcr2xDex100nmUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,DEX_100nM,GR,,ENCODEMar2012Freeze,wgEncodeEH001555,SL247,good,wgEncodeAwgTfbsHaibA549GrPcr2xDex100nmUniPk,narrowPeak,1c4750bad0499fb088044564a85465ce,375K
59,wgEncodeAwgTfbsHaibA549NrsfV0422111Etoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,NRSF,,ENCODEMar2012Freeze,wgEncodeEH002311,SL6021,good,wgEncodeAwgTfbsHaibA549NrsfV0422111Etoh02UniPk,narrowPeak,6320480eacc3d4d6a4f97b1c3e4358a0,272K
60,wgEncodeAwgTfbsHaibA549P300V0422111Etoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,p300,,ENCODEMar2012Freeze,wgEncodeEH002292,SL6021,good,wgEncodeAwgTfbsHaibA549P300V0422111Etoh02UniPk,narrowPeak,3fb40129c65b04a8b81b475fefebd207,399K
61,wgEncodeAwgTfbsHaibA549Pol2Pcr2xDex100nmUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,DEX_100nM,Pol2,,ENCODEMar2012Freeze,wgEncodeEH001494,SL335,good,wgEncodeAwgTfbsHaibA549Pol2Pcr2xDex100nmUniPk,narrowPeak,dd13c2369392a16148d834fbc53f5d1d,565K
62,wgEncodeAwgTfbsHaibA549Pol2Pcr2xEtoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,Pol2,,ENCODEMar2012Freeze,wgEncodeEH001493,SL307,good,wgEncodeAwgTfbsHaibA549Pol2Pcr2xEtoh02UniPk,narrowPeak,b6e5aa4b336a14943cf20d2b4f9584ac,568K
63,wgEncodeAwgTfbsHaibA549Sin3ak20V0422111Etoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,Sin3Ak-20,,ENCODEMar2012Freeze,wgEncodeEH002342,SL6021,good,wgEncodeAwgTfbsHaibA549Sin3ak20V0422111Etoh02UniPk,narrowPeak,4ad95500231538f1090cbcaa42fe5b02,148K
64,wgEncodeAwgTfbsHaibA549Six5V0422111Etoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,SIX5,,ENCODEMar2012Freeze,wgEncodeEH002341,SL6021,good,wgEncodeAwgTfbsHaibA549Six5V0422111Etoh02UniPk,narrowPeak,1be59fdb2adc9d9ed041877d2c649095,120K
65,wgEncodeAwgTfbsHaibA549Taf1V0422111Etoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,TAF1,,ENCODEMar2012Freeze,wgEncodeEH002275,SL6021,good,wgEncodeAwgTfbsHaibA549Taf1V0422111Etoh02UniPk,narrowPeak,cd19b8e4e820dad3140915e3e43de3c8,210K
66,wgEncodeAwgTfbsHaibA549Tcf12V0422111Etoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,TCF12,,ENCODEMar2012Freeze,wgEncodeEH002312,SL6021,good,wgEncodeAwgTfbsHaibA549Tcf12V0422111Etoh02UniPk,narrowPeak,1efa0794739e5324d517d67db31815c1,449K
67,wgEncodeAwgTfbsHaibA549Usf1Pcr1xDex100nmUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,DEX_100nM,USF-1,,ENCODEMar2012Freeze,wgEncodeEH001509,SL474,good,wgEncodeAwgTfbsHaibA549Usf1Pcr1xDex100nmUniPk,narrowPeak,904d202ddb21508dfccc235fd2cc61c1,287K
68,wgEncodeAwgTfbsHaibA549Usf1Pcr1xEtoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,USF-1,,ENCODEMar2012Freeze,wgEncodeEH001539,SL475,good,wgEncodeAwgTfbsHaibA549Usf1Pcr1xEtoh02UniPk,narrowPeak,68e53bb3f72c295a8630119dda9bc29f,289K
69,wgEncodeAwgTfbsHaibA549Usf1V0422111Etoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,USF-1,,ENCODEMar2012Freeze,wgEncodeEH002291,SL6021,good,wgEncodeAwgTfbsHaibA549Usf1V0422111Etoh02UniPk,narrowPeak,ac1782ebe8298aa7eaef06b8b9c73b0d,196K
70,wgEncodeAwgTfbsHaibA549Yy1cV0422111Etoh02UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,A549,EtOH_0.02pct,YY1_(SC-281),,ENCODEMar2012Freeze,wgEncodeEH002282,SL6021,good,wgEncodeAwgTfbsHaibA549Yy1cV0422111Etoh02UniPk,narrowPeak,9ccd632318c4febcc974ecf8046b5858,221K
